Time [s],Flexion(-)/extension(+),Abduction(+)/adduction(-),Internal(-)/external(+) rotation
4.025,-1.8923659891703641,0.6510921184561478,-10.812488643256916
4.05,-1.5491759463470027,0.299823257506442,-11.015042581555777
4.075,-1.1704800397652246,-0.09676257781506763,-11.270455495142377
4.1,-0.8029352351106002,-0.4911374841509499,-11.659015940933594
4.125,-0.45891882639824,-0.8195882989706135,-12.23129156305031
4.15,-0.13959287100530648,-1.0431695167315587,-12.975008191982548
4.175,0.1749289976271974,-1.158268195832435,-13.822541133092729
4.2,0.5057049283597262,-1.19007987824973,-14.648278642774226
4.225,0.8447246039822356,-1.1774700313532505,-15.302400762479435
4.25,1.1546975967526596,-1.1545608703874966,-15.675322789008453
4.275,1.4232318880193289,-1.1542137110514785,-15.740971641362915
4.3,1.6475432627640003,-1.1852227702194835,-15.60001122196831
4.325,1.8122859364348989,-1.2578142689213514,-15.473076296446381
4.35,1.8886025981609418,-1.4114623163391995,-15.576797165846777
4.375,1.8646557337925747,-1.6407589418546211,-15.963239557544465
4.4,1.7041488200740393,-1.8761013864338063,-16.479749266153867
4.425,1.405425666683617,-2.0502708129229843,-16.831198129639994
4.45,1.021545886372082,-2.1570031453451923,-16.699594338320217
4.475,0.6095574281348632,-2.2265827510298197,-16.07610988368975
4.5,0.18838417338874536,-2.2648383097495843,-15.290730591691108
4.525,-0.3048718883242344,-2.2917039956740273,-14.634382434895432
4.55,-1.0244985335552528,-2.3600293665703114,-14.126263689372392
4.575,-2.0167527809615495,-2.4951312186776384,-13.550868290949161
4.6,-3.096169637561343,-2.66505674471922,-12.6689786277632
4.625,-4.078915859949847,-2.836591613595591,-11.401465180180356
4.65,-4.96070384761725,-2.9953613815628928,-9.858504733207766
4.675,-5.817584735567777,-3.139527193442047,-8.322742426935813
4.7,-6.666050024629822,-3.3086217125052313,-7.109480911649614
4.725,-7.4845320844953305,-3.521120755117256,-6.378526875225945
4.75,-8.304989415596696,-3.7435308517698793,-6.064670837380842
4.775,-9.13829254574903,-3.9500688571375346,-5.912900649145213
4.8,-9.923692580243493,-4.137958401776202,-5.752732949261546
4.825,-10.588663912250007,-4.284455365594156,-5.5793290107399525
4.85,-11.12552789706937,-4.3716572137801615,-5.446628880787185
4.875,-11.546088795920044,-4.401176000036749,-5.35797230209959
4.9,-11.836059284809355,-4.365164237051055,-5.3456629311741715
4.925,-11.958078846443938,-4.221885793221163,-5.48415431887501
4.95,-11.900613348876941,-3.9497852983175825,-5.80270675206476
4.975,-11.666556161007946,-3.571533234602794,-6.277754941888716
5.0,-11.170584718303045,-3.0996511613226168,-6.88671897326729
5.025,-10.251568118027036,-2.549377678916436,-7.502754963726498
5.05,-8.922395392351163,-2.0289706360647517,-7.875522487795107
5.075,-7.4208238729507245,-1.6258546658306081,-7.903546887066712
5.1,-6.013821561799911,-1.271337205083184,-7.784601236078714
5.125,-4.897876771352907,-0.8437822585916,-7.851066769799492
5.15,-4.168460720965929,-0.20983734454607664,-8.207464836826125
5.175,-3.7256279575749742,0.6761472843099726,-8.813354264335702
5.2,-3.3249177035140405,1.628374943450081,-9.463230849292287
5.225,-2.802097963780377,2.3227218747088494,-9.915365426648309
5.25,-2.1803654382877777,2.5785538847606615,-10.082694283963903
5.275,-1.570757349612055,2.4394905748517126,-10.043281592748595
5.3,-1.108495150804416,2.043597314899284,-9.978561771711545
5.325,-0.8683904350456393,1.561412545890342,-10.106138763827973
5.35,-0.7838490145510558,1.1229857630429656,-10.565532161605136
5.375,-0.7242568379674681,0.7896819616197116,-11.34543395682573
5.4,-0.5837956691527403,0.5457143080462279,-12.288656337141495
5.425,-0.30534493730289597,0.31072850378477884,-13.192809070163548
5.45,0.1004724709916927,0.020542125740156153,-13.887447712749333
5.475,0.5646144180809823,-0.3288120488928197,-14.311707230348816
5.5,0.9974426814671962,-0.6882057531381534,-14.553943555898433
5.525,1.3416533439125438,-0.9823193783431158,-14.773540123546242
5.55,1.5770267998572998,-1.1470707765333146,-15.09111197803788
5.575,1.6945690815047394,-1.1789357176482353,-15.571123206064863
5.6,1.716987593278325,-1.1168800939779662,-16.112844330553177
5.625,1.6948018952228157,-1.0128387249391158,-16.510290324788294
5.65,1.6524257108309521,-0.9097616198971595,-16.605465760182835
5.675,1.5906157699936976,-0.8420258332207763,-16.39211444588476
5.7,1.4881365476640434,-0.8364164404901204,-15.980552022214559
5.725,1.2950336871446417,-0.8804978668168831,-15.55979440670987
5.75,1.0282675066819529,-0.9497840931047251,-15.331091634984013
5.775,0.8187769000940807,-1.065191073011934,-15.424033316150098
5.8,0.7312299644126834,-1.2451796150998258,-15.865793223430135
5.825,0.7056540665688578,-1.4802765142432295,-16.521156536870443
5.85,0.6005283157935684,-1.7385633356741943,-17.055863666481986
5.875,0.22658647405488574,-1.9548605412622557,-17.044245950204004
5.9,-0.42301603894928036,-2.0145401350084686,-16.274526039390054
5.925,-1.1863711368772518,-1.8725554741678252,-14.860623153832533
5.95,-1.8845230254891505,-1.6487347006887987,-13.162650471302882
5.975,-2.4533109884249265,-1.5507601284023884,-11.531840271365896
6.0,-3.008786973832532,-1.697747096461461,-10.1546809303682
6.025,-3.7055532278901637,-2.0339712452498913,-9.161246568218917
6.05,-4.5021567409188075,-2.435142452472013,-8.591401259736047
6.075,-5.231805307185541,-2.844657235985509,-8.212720195217722
6.1,-5.853994061321647,-3.1934466090064526,-7.776481633989472
6.125,-6.44140170108512,-3.3810605588614853,-7.2728333144259345
6.15,-7.015717039124567,-3.434128747220435,-6.909869176917637
