Time [s],Flexion(-)/extension(+),Abduction(+)/adduction(-),Internal(-)/external(+) rotation
3.625,-0.5496382880732997,-2.7471125092704765,9.96517808836379
3.65,-0.5514404087521159,-3.017041540441145,9.951447340992184
3.675,-0.627108353663963,-3.232158071861242,10.026534758229847
3.7,-0.7654904082295619,-3.242901253985122,10.04382170555202
3.725,-0.9411477512953407,-3.040184963883622,9.829865460808199
3.75,-1.155501422669849,-2.751745484639038,9.293562978879386
3.775,-1.4275266081066478,-2.5144134914113137,8.506671431145188
3.8,-1.8351534877468465,-2.358306796906594,7.623570749329552
3.825,-2.451109589257758,-2.202314039978555,6.700072966446405
3.85,-3.2976227003407064,-1.9645380694292396,5.651546961695365
3.875,-4.341523962756082,-1.6188975644978596,4.336674756239837
3.9,-5.495779408324654,-1.1969150157520136,2.704190671069334
3.925,-6.666291846723292,-0.7656895482713018,0.8318568118751077
3.95,-7.819807130096514,-0.38512622649324124,-1.1329846339491156
3.975,-8.990469814145783,-0.04597393362654916,-2.987265214470688
4.0,-10.2282324546901,0.27591701358486315,-4.480063810935479
4.025,-11.514939806758724,0.5942617527956393,-5.420833875062238
4.05,-12.725281969016297,0.9019638795095675,-5.820810383927443
4.075,-13.744167058442235,1.1547735289978798,-5.832956714718718
4.1,-14.544034864236334,1.3359102708902237,-5.774961950472314
4.125,-15.116588652678903,1.4575917586445764,-5.829277333183665
4.15,-15.487274374862878,1.537661491433072,-5.982684273777707
4.175,-15.679454879228874,1.5785532391322783,-6.173518421642312
4.2,-15.68433118535116,1.5379484523653606,-6.317595191734938
4.225,-15.464294384171362,1.3666076526691813,-6.347771694864733
4.25,-15.006175853148774,1.0925637307298377,-6.258627499144925
4.275,-14.316229863018352,0.7378706980783564,-5.934628755338661
4.3,-13.39607141526722,0.26162575511034963,-5.184448130343478
4.325,-12.263888733442203,-0.33485784281938696,-3.92475513830731
4.35,-10.92897723458729,-1.02295481473824,-2.2156937571469464
4.375,-9.467387477715281,-1.8377480988322306,-0.09210440249777892
4.4,-8.071711312468732,-2.7831570664481715,2.2430274842928326
4.425,-6.840755988928043,-3.680873447050127,4.403199475974233
4.45,-5.689089278950597,-4.278013174524313,6.012816801049569
4.475,-4.515617001027541,-4.447204640775278,6.856967940826289
4.5,-3.297950561659319,-4.263488242748465,6.957286170261072
4.525,-2.173429537189901,-3.933920220433691,6.582179499454408
4.55,-1.4641789945408867,-3.630652576203477,6.111956211203762
4.575,-1.3945220494247481,-3.390916390884269,5.829124805324413
4.6,-1.8167280646384953,-3.167651060384116,5.819567742734332
4.625,-2.4063753297672763,-2.922168533114932,6.007502064426032
4.65,-2.924420666861569,-2.633160397606216,6.255539916615767
4.675,-3.251130349567805,-2.287852551180566,6.457656050145391
4.7,-3.355861270178853,-1.9224098994355332,6.539711777608629
4.725,-3.2578194959378313,-1.588059721633503,6.510632886829025
4.75,-3.0329909347729287,-1.3120923384672722,6.477787017419946
4.775,-2.795032988384949,-1.1285509680591577,6.564495641102487
4.8,-2.58143398484886,-1.069245408306357,6.820374671742926
4.825,-2.3918351680331162,-1.1152666852590893,7.233335660766725
4.85,-2.2108116942668654,-1.2435890787070236,7.759629221050053
4.875,-1.9769052562834608,-1.455599538192713,8.350913980396445
4.9,-1.6565738645103616,-1.7225654989286685,8.93295858889348
4.925,-1.2592259543251845,-1.9815223970266063,9.412448798654163
4.95,-0.8601452268406556,-2.1844298675500418,9.72905112235942
4.975,-0.5504200454998444,-2.344752215849927,9.891397565470033
5.0,-0.34158085479863237,-2.500102481389435,9.960934412851222
5.025,-0.18219026198554147,-2.6899025849510694,10.099856885837058
5.05,-0.059336343382977025,-2.902792524255641,10.462680178938975
5.075,-0.012598108730881895,-3.081803980830096,11.041742670246036
5.1,-0.09823976534214912,-3.1647072711952045,11.59191868280561
5.125,-0.31335675076553177,-3.1071724460143972,11.721249141328864
5.15,-0.6524428459418863,-2.964975366247786,11.178031559758729
5.175,-1.14957524363541,-2.7586639891054654,10.003996992570368
5.2,-1.8213805606885456,-2.5216489323086853,8.472485654219602
5.225,-2.6184189949809946,-2.371813240988065,6.851077705566674
5.25,-3.510293454374698,-2.3264494271860308,5.353774692608242
5.275,-4.4972887058238245,-2.303906540404275,4.103316278919965
5.3,-5.562038835745932,-2.252663173309476,2.996201245712432
5.325,-6.651166795900724,-2.126076162144676,1.795981920388906
5.35,-7.708643746981462,-1.899094459389956,0.3721453335541973
5.375,-8.72981873906485,-1.5693667542522773,-1.2335696421790445
5.4,-9.748434068211106,-1.1587713095795416,-2.8564410463291243
5.425,-10.784481727275729,-0.7387592703045336,-4.280923030579541
5.45,-11.831708695613658,-0.38572994730549387,-5.359374012206721
5.475,-12.82307517238128,-0.13255758815480972,-6.101583918054912
5.5,-13.67750605849222,0.029670257766928172,-6.649871667463454
5.525,-14.326576363835672,0.1414829794146356,-7.121104383153711
5.55,-14.746789675717517,0.24797015617982118,-7.542839774220761
5.575,-14.988542789814229,0.3252080199384299,-7.889320719291636
5.6,-15.127496399938394,0.3295914718229917,-8.094230728562902
5.625,-15.162858956624362,0.2332917783282603,-8.067807707528262
5.65,-15.045168427787825,0.0020193701474290203,-7.7803042821051775
5.675,-14.771503331670143,-0.3709585571472563,-7.194909990712424
5.7,-14.370694568047186,-0.8688066961441596,-6.279364222235946
5.725,-13.840531014276175,-1.4495370532642289,-5.152379345935642
5.75,-13.119911227695676,-2.0022259948203276,-4.0206155938378805
5.775,-12.134989235517056,-2.4241479135573267,-2.943733206019405
5.8,-10.9514670324139,-2.7780395341512336,-1.8174061519800717
5.825,-9.6985161151586,-3.214823974977123,-0.44774731036112253
5.85,-8.474556113926488,-3.7865058564856886,1.2053936738928415
5.875,-7.385553748725686,-4.4332526636868375,2.949526712650349
5.9,-6.456678527700071,-4.9989256344980335,4.588728237630949
5.925,-5.5362245676825,-5.340618618298342,5.888711926108092
5.95,-4.413243309355703,-5.4269770293216135,6.619581322672841
5.975,-3.081884380597911,-5.290069516416041,6.6824274953879375
6.0,-1.8466084224704669,-4.943928800937659,6.246540615851258
6.025,-1.1351564499038538,-4.407074886455202,5.720880371476652
6.05,-0.9908137012123877,-3.7795169271185367,5.405710879522138
6.075,-1.049496570420473,-3.2375348549947,5.311780057719469
6.1,-1.0581368337307695,-2.867158140486487,5.419010155790429
6.125,-0.9932774531264081,-2.5880231306119446,5.863464471736506
6.15,-0.8456990847154439,-2.3162995196907294,6.683497956634503
